"Player","Injury","Game Status","Position","Week","nameConvert","played","Team"
"Floyd, Michael","hand","Day-to-Day","WR",15,"Michael Floyd","yes","ARI"
"Golden, Brittan","concussion","Probable","WR",15,"Brittan Golden","no",NA
"Gresham, Jermaine","knee","Questionable","TE",15,"Jermaine Gresham","no","ARI"
"Johnson, Chris","fractured left tibia","Injured Reserve (DFR)","RB",15,"Chris Johnson","no","ARI"
"Momah, Ifeanyi","knee","Day-to-Day","TE",15,"Ifeanyi Momah","no",NA
"Bradford, Sam","left shoulder","Probable","QB",15,"Sam Bradford","yes","PHI"
"Daniel, Chase","toe","Probable","QB",15,"Chase Daniel","yes","KC"
"Mathews, Ryan","concussion","Day-to-Day","RB",15,"Ryan Mathews","yes","PHI"
"Randle, Rueben","hamstring","Day-to-Day","WR",15,"Rueben Randle","yes","NYG"
"Bell, Joique","ankle","Day-to-Day","RB",15,"Joique Bell","yes","DET"
"Ebron, Eric","illness","Questionable","TE",15,"Eric Ebron","yes","DET"
"Johnson, Calvin","ankle","Questionable","WR",15,"Calvin Johnson","yes","DET"
"Moore, Lance","ankle","Probable","WR",15,"Lance Moore","yes","DET"
"Stafford, Matthew","left hand","Day-to-Day","QB",15,"Matthew Stafford","yes","DET"
"Brees, Drew","right shoulder","Day-to-Day","QB",15,"Drew Brees","yes","NO"
"Colston, Marques","not injury related","Probable","WR",15,"Marques Colston","yes","NO"
"Floyd, Malcom","shoulder","Day-to-Day","WR",16,"Malcom Floyd","yes","SD"
"Johnson, Stevie","groin","Questionable","WR",16,"Stevie Johnson","no",NA
"Cooper, Amari","foot","Probable","WR",16,"Amari Cooper","yes","OAK"
"Roberts, Seth","abdomen","Probable","WR",16,"Seth Roberts","yes","OAK"
"Davis, Vernon","knee","Day-to-Day","TE",16,"Vernon Davis","no","SF"
"Grant, Ryan","abdomen","Questionable","WR",16,"Ryan Grant","yes","WAS"
"Jackson, DeSean","foot, knee","Probable","WR",16,"DeSean Jackson","yes","WAS"
"Jones, Matt","hip","Questionable","RB",16,"Matt Jones","no","WAS"
"Reed, Jordan","shoulder","Probable","TE",16,"Jordan Reed","yes","WAS"
"Thompson, Chris","shoulder","Probable","RB",16,"Chris Thompson","yes","WAS"
"Ajirotutu, Seyi","ankle","Questionable","WR",16,"Seyi Ajirotutu","no","PHI"
"Bradford, Sam","left shoulder","Probable","QB",16,"Sam Bradford","yes","PHI"
"Mathews, Ryan","concussion","Day-to-Day","RB",16,"Ryan Mathews","yes","PHI"
"Randle, Rueben","hamstring","Day-to-Day","WR",16,"Rueben Randle","yes","NYG"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",16,"Kelvin Benjamin","no",NA
"Cotchery, Jerricho","high ankle sprain","Day-to-Day","WR",16,"Jerricho Cotchery","yes","CAR"
"Ginn Jr., Ted","quadriceps","Probable","WR",16,"Ted Ginn Jr.","yes","CAR"
"Newton, Cam","not injury related","Probable","QB",16,"Cam Newton","yes","CAR"
"Stewart, Jonathan","foot","Out","RB",16,"Jonathan Stewart","no","CAR"
"Coleman, Tevin","concussion","Out","RB",16,"Tevin Coleman","no","ATL"
"Freeman, Devonta","concussion","Day-to-Day","RB",16,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Probable","WR",16,"Devin Hester","no",NA
"Tamme, Jacob","concussion","Day-to-Day","TE",16,"Jacob Tamme","yes","ATL"
"Beasley, Cole","knee, illness","Questionable","WR",16,"Cole Beasley","yes","DAL"
"Bryant, Dez","foot","Doubtful","WR",16,"Dez Bryant","no","DAL"
"Escobar, Gavin","Achilles","Out","TE",16,"Gavin Escobar","no","DAL"
"Romo, Tony","left shoulder","Out","QB",16,"Tony Romo","no","DAL"
"Witten, Jason","chest","Probable","TE",16,"Jason Witten","yes","DAL"
"Clay, Charles","back","Out","TE",16,"Charles Clay","no","BUF"
"Dixon, Boobie","knee","Probable","RB",16,"Boobie Dixon","no",NA
"McCoy, LeSean","knee","Out","RB",16,"LeSean McCoy","no","BUF"
"Powell, Walt","hip","Probable","WR",16,"Walt Powell","no",NA
"Watkins, Sammy","ankle","Day-to-Day","WR",16,"Sammy Watkins","yes","BUF"
"Williams, Karlos","shoulder","Probable","RB",16,"Karlos Williams","yes","BUF"
"Draughn, Shaun","knee","Out","RB",16,"Shaun Draughn","no","CLE"
"Smith, Torrey","back, foot","Probable","WR",16,"Torrey Smith","yes","SF"
"Bell, Joique","ankle","Day-to-Day","RB",16,"Joique Bell","yes","DET"
"Ebron, Eric","knee","Day-to-Day","TE",16,"Eric Ebron","yes","DET"
"Johnson, Calvin","ankle","Questionable","WR",16,"Calvin Johnson","yes","DET"
"Stafford, Matthew","left hand","Day-to-Day","QB",16,"Matthew Stafford","yes","DET"
"Coons, Travis","right groin","Probable","K",16,"Travis Coons","yes","CLE"
"Crowell, Isaiah","not injury related","Probable","RB",16,"Isaiah Crowell","yes","CLE"
"Griffin III, Robert","concussion","Day-to-Day","QB",16,"Robert Griffin III","no",NA
"Johnson Jr., Duke","hamstring","Questionable","RB",16,"Duke Johnson Jr.","no",NA
"Moore, Marlon","ribs","Doubtful","WR",16,"Marlon Moore","yes","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",16,"Connor Shaw","no",NA
"Winston, Glenn","concussion","Out","RB",16,"Glenn Winston","no","CLE"
"Kelce, Travis","groin","Probable","TE",16,"Travis Kelce","yes","KC"
"Maclin, Jeremy","concussion","Day-to-Day","WR",16,"Jeremy Maclin","yes","KC"
"Thomas, De'Anthony","concussion","Probable","WR",16,"De'Anthony Thomas","no","KC"
"Ware, Spencer","rib","Probable","RB",16,"Spencer Ware","yes","KC"
"West, Charcandrick","hamstring","Day-to-Day","RB",16,"Charcandrick West","yes","KC"
"Allen, Dwayne","ankle","Day-to-Day","TE",16,"Dwayne Allen","no","IND"
"Doyle, Jack","toe","Probable","TE",16,"Jack Doyle","yes","IND"
"Hasselbeck, Matt","back, rib","Probable","QB",16,"Matt Hasselbeck","yes","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",16,"Daniel Herron","no",NA
"Hilton, T.Y.","bruised knee","Day-to-Day","WR",16,"T.Y. Hilton","yes","IND"
"Luck, Andrew","abdomen, kidney","Out","QB",16,"Andrew Luck","no","IND"
"Moncrief, Donte","toe","Questionable","WR",16,"Donte Moncrief","yes","IND"
"Ajayi, Jay","cracked rib","Day-to-Day","RB",16,"Jay Ajayi","yes","MIA"
"Cameron, Jordan","groin","Day-to-Day","TE",16,"Jordan Cameron","yes","MIA"
"Landry, Jarvis","knee","Probable","WR",16,"Jarvis Landry","yes","MIA"
"Parker, DeVante","ankle","Probable","WR",16,"DeVante Parker","yes","MIA"
"Stoneburner, Jake","foot","Probable","TE",16,"Jake Stoneburner","no","MIA"
"Amendola, Danny","knee","Questionable","WR",16,"Danny Amendola","no","NE"
"Chandler, Scott","knee","Questionable","TE",16,"Scott Chandler","no","NE"
"Edelman, Julian","foot","Doubtful","WR",16,"Julian Edelman","no","NE"
"Gronkowski, Rob","right knee","Day-to-Day","TE",16,"Rob Gronkowski","yes","NE"
"Amaro, Jace","torn labrum","Day-to-Day","TE",16,"Jace Amaro","no",NA
"Davis, Kellen","back","Probable","TE",16,"Kellen Davis","no","NYJ"
"Decker, Eric","knee","Probable","WR",16,"Eric Decker","yes","NYJ"
"Enunwa, Quincy","neck","Questionable","WR",16,"Quincy Enunwa","yes","NYJ"
"Fitzpatrick, Ryan","left thumb","Probable","QB",16,"Ryan Fitzpatrick","yes","NYJ"
"Forte, Matt","right knee","Day-to-Day","RB",16,"Matt Forte","yes","CHI"
"Marshall, Brandon","ankle","Probable","WR",16,"Brandon Marshall","yes","NYJ"
"Powell, Bilal","ankle","Day-to-Day","RB",16,"Bilal Powell","yes","NYJ"
"Smith, Geno","illness","Probable","QB",16,"Geno Smith","no","NYJ"
"Cutler, Jay","hamstring","Day-to-Day","QB",16,"Jay Cutler","yes","CHI"
"Jeffery, Alshon","hamstring","Doubtful","WR",16,"Alshon Jeffery","no","CHI"
"Royal, Eddie","knee","Questionable","WR",16,"Eddie Royal","yes","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",16,"Kevin White","no",NA
"Evans, Mike","hamstring","Day-to-Day","WR",16,"Mike Evans","yes","TB"
"Jackson, Vincent","knee","Out","WR",16,"Vincent Jackson","no","TB"
"Seferian-Jenkins, Austin","shoulder","Day-to-Day","TE",16,"Austin Seferian-Jenkins","yes","TB"
"Blue, Alfred","back","Probable","RB",16,"Alfred Blue","yes","HOU"
"Daniels, B.J.","chest","Probable","QB",16,"B.J. Daniels","yes","SEA"
"Foster, Arian","torn right Achilles","Day-to-Day","RB",16,"Arian Foster","no","HOU"
"Griffin, Ryan","Achilles","Probable","TE",16,"Ryan Griffin","yes","HOU"
"Hoyer, Brian","concussion, ankle","Questionable","QB",16,"Brian Hoyer","no","HOU"
"Miller, Lamar","quadricep, ankle","Probable","RB",16,"Lamar Miller","yes","MIA"
"Polk, Chris","knee","Probable","RB",16,"Chris Polk","yes","HOU"
"Shorts III, Cecil","hamstring","Out","WR",16,"Cecil Shorts III","no",NA
"Cobb, David","calf","Injured Reserve (DFR)","RB",16,"David Cobb","yes","TEN"
"Douglas, Harry","ankle","Probable","WR",16,"Harry Douglas","yes","TEN"
"Mariota, Marcus","knee","Out","QB",16,"Marcus Mariota","no","TEN"
"Matthews, Rishard","ribs","Questionable","WR",16,"Rishard Matthews","no","MIA"
"Murray, DeMarco","hamstring","Day-to-Day","RB",16,"DeMarco Murray","yes","PHI"
"Walker, Delanie","hamstring","Probable","TE",16,"Delanie Walker","yes","TEN"
"Wright, Kendall","ribs","Probable","WR",16,"Kendall Wright","yes","TEN"
"Bell, Le'Veon","right knee","Day-to-Day","RB",16,"Le'Veon Bell","no","PIT"
"Green, Ladarius","concussion","Day-to-Day","TE",16,"Ladarius Green","yes","SD"
"Miller, Heath","rib","Day-to-Day","TE",16,"Heath Miller","yes","PIT"
"Roethlisberger, Ben","concussion","Day-to-Day","QB",16,"Ben Roethlisberger","yes","PIT"
"Spaeth, Matt","knee","Probable","TE",16,"Matt Spaeth","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",16,"Shaun Suisham","no",NA
"Brown, Marlon","back","Out","WR",16,"Marlon Brown","no","BAL"
"Campanaro, Michael","back","Day-to-Day","WR",16,"Michael Campanaro","no","BAL"
"Flacco, Joe","torn left ACL, MCL","Day-to-Day","QB",16,"Joe Flacco","no","BAL"
"Forsett, Justin","broken right arm","Day-to-Day","RB",16,"Justin Forsett","no","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",16,"Chris Matthews","yes","SEA"
"Pitta, Dennis","hip","Day-to-Day","TE",16,"Dennis Pitta","no",NA
"Smith Sr., Steve","torn right Achilles tendon","Day-to-Day","WR",16,"Steve Smith Sr.","no",NA
"Wallace, Mike","knee","Day-to-Day","WR",16,"Mike Wallace","yes","MIN"
"Watson, Benjamin","knee","Questionable","TE",16,"Benjamin Watson","no",NA
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",16,"Rashad Greene","yes","JAX"
"Hurns, Allen","thigh","Probable","WR",16,"Allen Hurns","yes","JAX"
"Ivory, Chris","groin","Day-to-Day","RB",16,"Chris Ivory","yes","NYJ"
"Jacobs, Nic","hamstring","Probable","TE",16,"Nic Jacobs","no","JAX"
"Lee, Marqise","hamstring","Day-to-Day","WR",16,"Marqise Lee","yes","JAX"
"Robinson, Allen","leg","Day-to-Day","WR",16,"Allen Robinson","yes","JAX"
"Robinson, Denard","foot","Probable","RB",16,"Denard Robinson","yes","JAX"
"Thomas, Julius","left index finger","Day-to-Day","TE",16,"Julius Thomas","yes","JAX"
"Walters, Bryan","back","Probable","WR",16,"Bryan Walters","no","JAX"
"Yeldon, T.J.","knee","Doubtful","RB",16,"T.J. Yeldon","no","JAX"
"Brees, Drew","foot","Questionable","QB",16,"Drew Brees","yes","NO"
"Colston, Marques","chest","Questionable","WR",16,"Marques Colston","no","NO"
"Adams, Davante","ankle","Day-to-Day","WR",16,"Davante Adams","yes","GB"
"Lacy, Eddie","rib","Probable","RB",16,"Eddie Lacy","yes","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",16,"Jordy Nelson","no",NA
"Perillo, Justin","hamstring","Questionable","TE",16,"Justin Perillo","no","GB"
"Quarless, Andrew","sprained MCL","Injured Reserve (DFR)","TE",16,"Andrew Quarless","yes","GB"
"Ellington, Andre","toe","Questionable","RB",16,"Andre Ellington","yes","ARI"
"Fells, Darren","shoulder","Day-to-Day","TE",16,"Darren Fells","no","ARI"
"Floyd, Michael","hand","Day-to-Day","WR",16,"Michael Floyd","yes","ARI"
"Gresham, Jermaine","knee","Probable","TE",16,"Jermaine Gresham","yes","ARI"
"Johnson, Chris","fractured left tibia","Injured Reserve (DFR)","RB",16,"Chris Johnson","no","ARI"
"Momah, Ifeanyi","knee","Day-to-Day","TE",16,"Ifeanyi Momah","no",NA
"Palmer, Carson","right finger","Probable","QB",16,"Carson Palmer","yes","ARI"
"Gurley, Todd","knee","Day-to-Day","RB",16,"Todd Gurley","yes","STL"
"Keenum, Case","Concussion","Day-to-Day","QB",16,"Case Keenum","yes","STL"
"Marquez, Bradley","knee","Questionable","WR",16,"Bradley Marquez","no","STL"
"Mason, Tre","hamstring","Day-to-Day","RB",16,"Tre Mason","yes","STL"
"Baldwin, Doug","hamstring","Questionable","WR",16,"Doug Baldwin","yes","SEA"
"Kearse, Jermaine","calf","Probable","WR",16,"Jermaine Kearse","yes","SEA"
"Lynch, Marshawn","abdomen","Out","RB",16,"Marshawn Lynch","no","SEA"
"Beckham Jr., Odell","hamstring","Day-to-Day","WR",16,"Odell Beckham Jr.","no","NYG"
"Darkwa, Orleans","illness","Probable","RB",16,"Orleans Darkwa","yes","NYG"
"Harris, Dwayne","shoulder","Questionable","WR",16,"Dwayne Harris","yes","NYG"
"Bridgewater, Teddy","concussion","Day-to-Day","QB",16,"Teddy Bridgewater","yes","MIN"
"Ellison, Rhett","ankle","Probable","TE",16,"Rhett Ellison","no","MIN"
"Johnson, Charles","ankle","Probable","WR",16,"Charles Johnson","no","MIN"
"McKinnon, Jerick","hamstring","Probable","RB",16,"Jerick McKinnon","yes","MIN"
"Peterson, Adrian","ankle, shoulder","Probable","RB",16,"Adrian Peterson","yes","MIN"
"Dalton, Andy","right thumb","Out","QB",16,"Andy Dalton","no","CIN"
"Eifert, Tyler","concussion","Out","TE",16,"Tyler Eifert","no","CIN"
"Fisher, Jake","concussion","Probable","TE",16,"Jake Fisher","no",NA
"Anderson, C.J.","back, ankle","Probable","RB",16,"C.J. Anderson","yes","DEN"
"Caldwell, Andre","quadricep","Probable","WR",16,"Andre Caldwell","no","DEN"
"Daniels, Owen","knee","Probable","TE",16,"Owen Daniels","yes","DEN"
"Fowler, Bennie","ankle","Probable","WR",16,"Bennie Fowler","yes","DEN"
"Manning, Peyton","foot","Out","QB",16,"Peyton Manning","no","DEN"
"Sanders, Emmanuel","hamstring","Day-to-Day","WR",16,"Emmanuel Sanders","yes","DEN"
